Player_initial_last,tournament id,player id,DK_Hole_FP,DK_Streak_Bonus_FP,FD_Hole_FP,FD_Streak_Bonus_FP,player,tournament name,date,season,final position,DK_Finish_FP,FD_Finish_FP,DK_Total_FP,FD_Total_FP,major,made_cut,course,Finish,Score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
M. Piller,401056548,4010,34.5,0,32.4,20.2,Martin Piller,John Deere Classic,7/14/2019,2019,NA,0,0,34.5,52.6,0,0,"TPC Deere Run - Silvis, IL",MDF,-3,1.07,-0.08,-1.25,-0.14,-1.48,-0.4
M. Piller,401056550,4010,13.5,0,5.2,5,Martin Piller,Wells Fargo Championship,5/5/2019,2019,NA,0,0,13.5,10.2,0,0,"Quail Hollow - Charlotte, NC",CUT,10,-1.59,-0.17,-1.47,-0.68,-2.32,-3.91
M. Piller,401056551,4010,29.5,0,27.2,9,Martin Piller,AT&T Byron Nelson,5/12/2019,2019,NA,0,0,29.5,36.2,0,0,"Trinity Forest - Dallas, TX",CUT,-1,-0.12,0.94,-0.98,0.03,-0.02,-0.14
M. Piller,401056555,4010,27,0,24.6,0.6,Martin Piller,RBC Canadian Open,6/9/2019,2019,NA,0,0,27,25.2,0,0,"Hamilton - Hamilton, Ontario, Canada",CUT,E,0.68,-0.16,-0.31,-0.73,-1.2,-0.52
M. Piller,401056557,4010,79.5,3,77.1,29.7,Martin Piller,Rocket Mortgage Classic,6/30/2019,2019,29,3,2,85.5,108.8,0,1,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
M. Piller,401056558,4010,24.5,0,19.6,5,Martin Piller,3M Open,7/7/2019,2019,NA,0,0,24.5,24.6,0,0,"TPC Twin Cities - Blaine, MN",CUT,3,-0.65,0.17,-1.19,-0.96,-1.99,-2.63
M. Thompson,3746,3688,21.5,0,17.5,10,Michael Thompson,Farmers Insurance Open,1/30/2018,2018,NA,0,0,21.5,27.5,0,0,"Torrey Pines - La Jolla, CA",CUT,4,-0.2,-0.33,0.09,-0.89,-1.13,-1.33
M. Thompson,3749,3688,49.5,3,43.6,10.9,Michael Thompson,The Honda Classic,2/25/2018,2018,24,4,3,56.5,57.5,0,1,"PGA National - Palm Beach Gardens, FL",T24,3,0.44,-0.28,0.76,0.38,0.86,1.29
M. Thompson,3756,3688,72,3,71.6,18.9,Michael Thompson,Houston Open,4/1/2018,2018,14,6,5,81,95.5,0,1,"Redstone Golf Club, Houston, TX",T14,-12,0.51,0.2,0.43,0.5,1.13,1.65
M. Thompson,3768,3688,54,0,41.9,15.8,Michael Thompson,Shriners Hospital for Children Open,11/5/2017,2018,72,0,0,54,57.7,0,1,"TPC Summerlin - Las Vegas, NV",T72,6,-0.02,0.06,-0.77,-0.3,-1.01,-1.03
M. Thompson,3781,3688,81,8,75.6,26.6,Michael Thompson,The RSM Classic,11/19/2017,2018,17,5,4,94,106.2,0,1,"Sea Island - Sea Island, GA",T17,-11,0.89,0.2,-0.32,0.75,0.62,1.52
M. Thompson,401025246,3688,66,6,60.2,35.7,Michael Thompson,RBC Heritage,4/15/2018,2018,42,1,0,73,95.9,0,1,"Harbour Town - Hilton Head, SC",T42,-3,2.08,-0.84,-0.87,0.2,-1.51,0.58
M. Thompson,401025247,3688,52.5,3,43.3,16.2,Michael Thompson,Valero Texas Open,4/22/2018,2018,68,0,0,55.5,59.5,0,1,"TPC San Antonio - San Antonio, TX",T68,4,1.52,-0.07,-1.26,-1.02,-2.36,-0.84
M. Thompson,401025249,3688,54.5,0,48.8,9.6,Michael Thompson,Wells Fargo Championship,5/6/2018,2018,42,1,0,55.5,58.4,0,1,"Quail Hollow - Charlotte, NC",T42,1,1.15,-0.15,-0.19,-0.14,-0.48,0.67
M. Thompson,401025250,3688,26.5,0,20.3,9.6,Michael Thompson,The Players Championship,5/13/2018,2018,NA,0,0,26.5,29.9,0,0,"TPC Sawgrass - Ponte Vedra Beach, FL",CUT,6,-0.88,-0.13,-1.55,-0.8,-2.48,-3.36
M. Thompson,401025251,3688,63.5,9,59.9,11.3,Michael Thompson,AT&T Byron Nelson,5/20/2018,2018,59,0,0,72.5,71.2,0,1,"Trinity Forest - Dallas, TX",T59,-6,1.06,0.09,-0.06,-1.15,-1.12,-0.07
M. Thompson,401025252,3688,63.5,6,59.9,16.7,Michael Thompson,Fort Worth Invitational,5/27/2018,2018,32,2,1,71.5,77.6,0,1,"Colonial - Ft. Worth, TX",NA,NA,NA,NA,NA,NA,NA,NA
M. Thompson,401025258,3688,36,0,31,9.8,Michael Thompson,John Deere Classic,7/15/2018,2018,NA,0,0,36,40.8,0,0,"TPC Deere Run - Silvis, IL",CUT,-1,0.23,-0.4,-0.58,0,-0.98,-0.75
M. Thompson,401025260,3688,32.5,0,29.3,19.6,Michael Thompson,RBC Canadian Open,7/29/2018,2018,NA,0,0,32.5,48.9,0,0,"Glen Abbey - Oakville, Ontario, Canada",CUT,-1,-0.62,1.82,-2.17,0.07,-0.28,-0.9
M. Thompson,401025262,3688,85,0,75.5,23.6,Michael Thompson,Barracuda Championship,8/5/2018,2018,15,6,5,91,104.1,0,1,"Montreux - Reno, NV",NA,NA,NA,NA,NA,NA,NA,NA
M. Thompson,401025264,3688,81.5,6,78.7,16.3,Michael Thompson,Wyndham Championship,8/29/2018,2018,11,6,5,93.5,100,0,1,"Sedgefield - Greensboro, NC",T11,-14,0.49,0.64,-0.06,0.83,1.41,1.9
M. Thompson,401025270,3688,25,0,21.6,20.6,Michael Thompson,Quicken Loans National,7/1/2018,2018,NA,0,0,25,42.2,0,0,"TPC Potomac - Potomac, MD",CUT,2,1.09,-0.59,-1.14,-0.42,-2.14,-1.05
M. Thompson,401025271,3688,77,3,74.4,15.7,Michael Thompson,Barbasol Championship,7/23/2018,2018,40,2,1,82,91.1,0,1,"Keene Trace - Nicholasville, KY",T40,-12,0,0.69,-0.15,0.27,0.81,0.82
M. Thompson,401056252,3688,71,6,67.8,21.9,Michael Thompson,Safeway Open,10/7/2018,2019,17,5,4,82,93.7,0,1,"Silverado - Napa, CA",T17,-8,0.6,-0.7,0.76,0.69,0.76,1.36
M. Thompson,401056506,3688,28.5,0,25.7,10.6,Michael Thompson,The RSM Classic,11/18/2018,2019,NA,0,0,28.5,36.3,0,0,"Sea Island - Sea Island, GA",CUT,E,1.16,-0.13,0.23,0.63,0.72,1.88
M. Thompson,401056511,3688,46,0,46.2,13.6,Michael Thompson,Desert Classic,1/20/2019,2019,NA,0,0,46,59.8,0,0,"La Quinta CC - La Quinta, CA",T9,-18,-0.44,0.59,1.67,0.14,2.41,1.97
M. Thompson,401056512,3688,80.5,3,76.2,21.2,Michael Thompson,Farmers Insurance Open,2/27/2019,2019,13,6,5,89.5,102.4,0,1,"Torrey Pines - La Jolla, CA",T13,-11,0.51,0.15,1.45,0.09,1.69,2.2
M. Thompson,401056514,3688,65,3,63.4,10.5,Michael Thompson,AT&T Pebble Beach Pro-Am,2/11/2019,2019,10,7,6,75,79.9,0,1,"Spyglass Hill - Pebble Beach, CA",T10,-10,0.31,0.75,1.59,0.39,2.73,3.04
M. Thompson,401056515,3688,78,0,71,25.8,Michael Thompson,Genesis Open,2/14/2019,2019,7,10,10,88,106.8,0,1,"Riviera - Pacific Palisades, CA",T7,-8,-0.03,0.12,1.39,0.8,2.31,2.28
M. Thompson,401056520,3688,62.5,6,56,25.4,Michael Thompson,The Honda Classic,3/3/2019,2019,16,5,4,73.5,85.4,0,1,"PGA National - Palm Beach Gardens, FL",T16,-2,2.12,0.41,-1.03,-0.05,-0.67,1.45
M. Thompson,401056521,3688,30.5,0,25,5,Michael Thompson,Arnold Palmer Invitational Pres. by Mastercard,3/10/2019,2019,NA,0,0,30.5,30,0,0,"Bay Hill - Orlando, FL",CUT,2,-0.65,-0.29,-0.94,1.39,0.17,-0.48
M. Thompson,401056522,3688,61,0,52.6,24,Michael Thompson,The Players Championship,3/17/2019,2019,70,0,0,61,76.6,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",70,E,0.45,-0.43,-0.11,-0.42,-0.97,-0.52
M. Thompson,401056523,3688,22,0,19.4,10,Michael Thompson,Valspar Championship,3/24/2019,2019,NA,0,0,22,29.4,0,0,"Innisbrook - Palm Harbor, FL",CUT,2,1,-0.86,-0.01,-0.01,-0.87,0.12
M. Thompson,401056528,3688,71,3,65.3,36,Michael Thompson,RBC Heritage,4/21/2019,2019,10,7,6,81,107.3,0,1,"Harbour Town - Hilton Head, SC",T10,-7,1.15,0.61,0.05,0.15,0.82,1.97
M. Thompson,401056548,3688,80.5,0,74.9,29.4,Michael Thompson,John Deere Classic,7/14/2019,2019,37,2,1,82.5,105.3,0,1,"TPC Deere Run - Silvis, IL",T37,-10,0.11,0.37,0.44,-0.06,0.75,0.86
M. Thompson,401056550,3688,21,0,15.5,10.6,Michael Thompson,Wells Fargo Championship,5/5/2019,2019,NA,0,0,21,26.1,0,0,"Quail Hollow - Charlotte, NC",CUT,5,-0.18,0.43,-1.22,-0.45,-1.23,-1.41
M. Thompson,401056551,3688,63.5,6,62.3,10.2,Michael Thompson,AT&T Byron Nelson,5/12/2019,2019,53,0,0,69.5,72.5,0,1,"Trinity Forest - Dallas, TX",T53,-8,-0.45,0.27,0.03,0.47,0.77,0.31
M. Thompson,401056552,3688,18.5,0,9.2,0,Michael Thompson,PGA Championship,5/19/2019,2019,NA,0,0,18.5,9.2,1,0,"Bethpage - Farmingdale, NY",CUT,9,-0.02,1.33,-3.4,-0.05,-2.13,-2.15
M. Thompson,401056553,3688,19,0,12.4,5,Michael Thompson,Charles Schwab Challenge,5/26/2019,2019,NA,0,0,19,17.4,0,0,"Colonial - Ft. Worth, TX",CUT,6,-0.52,-0.32,0.36,-1.57,-1.53,-2.05
M. Thompson,401056554,3688,72.5,0,67.6,15.8,Michael Thompson,The Memorial Tournament pres. by Nationwide,6/2/2019,2019,14,6,5,78.5,88.4,0,1,"Muirfield Village - Dublin, OH",T14,-7,0.79,0.42,0.08,0.53,1.02,1.81
M. Thompson,401056557,3688,30.5,0,28.7,10.6,Michael Thompson,Rocket Mortgage Classic,6/30/2019,2019,NA,0,0,30.5,39.3,0,0,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
M. Thompson,401056558,3688,37.5,0,34.5,14.6,Michael Thompson,3M Open,7/7/2019,2019,NA,0,0,37.5,49.1,0,0,"TPC Twin Cities - Blaine, MN",MDF,1,0.08,0.28,-1.28,-0.88,-1.88,-1.8
M. Trainer,401056252,6151,63.5,6,57.5,21.6,Martin Trainer,Safeway Open,10/7/2018,2019,60,0,0,69.5,79.1,0,1,"Silverado - Napa, CA",T60,-2,-0.64,0.79,-1.64,1.35,0.5,-0.14
M. Trainer,401056503,6151,33,0,27.7,25,Martin Trainer,Sanderson Farms Championship,10/28/2018,2019,NA,0,0,33,52.7,0,0,"Country Club of Jackson - Jackson, MS",CUT,1,-1.67,-0.16,-0.21,1.25,0.88,-0.79
M. Trainer,401056504,6151,31,0,25.9,19.6,Martin Trainer,Shriners Hospital for Children Open,11/4/2018,2019,NA,0,0,31,45.5,0,0,"TPC Summerlin - Las Vegas, NV",CUT,1,-1.18,1.07,-1.13,-0.52,-0.59,-1.76
M. Trainer,401056505,6151,32.5,0,29.3,9.6,Martin Trainer,Mayakoba Golf Classic,11/11/2018,2019,NA,0,0,32.5,38.9,0,0,"El Camaleon - Playa del Carmen, Mexico",NA,NA,NA,NA,NA,NA,NA,NA
M. Trainer,401056506,6151,27.5,0,24.1,5.6,Martin Trainer,The RSM Classic,11/18/2018,2019,NA,0,0,27.5,29.7,0,0,"Sea Island - Sea Island, GA",CUT,E,1,-1.16,-1.69,1.99,-0.86,0.14
M. Trainer,401056511,6151,31,3,28.2,5.2,Martin Trainer,Desert Classic,1/20/2019,2019,NA,0,0,34,33.4,0,0,"La Quinta CC - La Quinta, CA",CUT,-5,2.13,-1.16,1.34,0.96,1.14,3.27
M. Trainer,401056514,6151,64,0,59.6,20.8,Martin Trainer,AT&T Pebble Beach Pro-Am,2/11/2019,2019,28,3,2,67,82.4,0,1,"Spyglass Hill - Pebble Beach, CA",T28,-6,0.23,-0.43,-0.85,1.31,0.03,0.26
M. Trainer,401056517,6151,85.5,0,83.8,25.6,Martin Trainer,Puerto Rico Open,2/24/2019,2019,1,30,30,115.5,139.4,0,1,"Coco Beach - Rio Grande, Puero Rico",NA,NA,NA,NA,NA,NA,NA,NA
M. Trainer,401056520,6151,23,0,16.1,9.6,Martin Trainer,The Honda Classic,3/3/2019,2019,NA,0,0,23,25.7,0,0,"PGA National - Palm Beach Gardens, FL",CUT,5,0.35,0.37,-1.14,-0.9,-1.66,-1.32
M. Trainer,401056521,6151,50.5,0,38.9,5.6,Martin Trainer,Arnold Palmer Invitational Pres. by Mastercard,3/10/2019,2019,66,0,0,50.5,44.5,0,1,"Bay Hill - Orlando, FL",T66,6,0.25,-0.67,-0.73,-0.03,-1.43,-1.18
M. Trainer,401056522,6151,65,3,58.6,25.1,Martin Trainer,The Players Championship,3/17/2019,2019,41,1,0,69,83.7,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",T41,-4,0.29,1.04,-0.78,-0.07,0.19,0.48
M. Trainer,401056523,6151,12.5,0,6.3,5,Martin Trainer,Valspar Championship,3/24/2019,2019,NA,0,0,12.5,11.3,0,0,"Innisbrook - Palm Harbor, FL",CUT,10,-3.33,-0.21,0.15,-0.49,-0.55,-3.88
M. Trainer,401056526,6151,66,0,56.5,13.6,Martin Trainer,Valero Texas Open,4/7/2019,2019,66,0,0,66,70.1,0,1,"TPC San Antonio - San Antonio, TX",66,E,0.8,0.13,-1.05,-0.75,-1.67,-0.87
M. Trainer,401056548,6151,31,3,25.8,11.4,Martin Trainer,John Deere Classic,7/14/2019,2019,NA,0,0,34,37.2,0,0,"TPC Deere Run - Silvis, IL",CUT,1,-0.07,0.24,-1.89,-0.01,-1.66,-1.73
M. Trainer,401056549,6151,23,3,18.5,6.8,Martin Trainer,Travelers Championship,6/23/2019,2019,NA,0,0,26,25.3,0,0,"TPC River Highlands - Cromwell, CT",CUT,3,0.5,-1.57,-1.84,0.89,-2.51,-2.02
M. Trainer,401056550,6151,28,0,23.8,10,Martin Trainer,Wells Fargo Championship,5/5/2019,2019,NA,0,0,28,33.8,0,0,"Quail Hollow - Charlotte, NC",CUT,2,0.63,0.89,-0.48,-0.96,-0.54,0.09
M. Trainer,401056551,6151,5.5,0,0.1,0,Martin Trainer,AT&T Byron Nelson,5/12/2019,2019,NA,0,0,5.5,0.1,0,0,"Trinity Forest - Dallas, TX",WD,7,0.95,-1.21,-3.67,-4.25,-9.13,-8.18
M. Trainer,401056552,6151,19.5,0,14.4,5,Martin Trainer,PGA Championship,5/19/2019,2019,NA,0,0,19.5,19.4,1,0,"Bethpage - Farmingdale, NY",CUT,5,1.04,1.36,-3,0.46,-1.18,-0.15
M. Trainer,401056554,6151,22.5,0,11.7,10.2,Martin Trainer,The Memorial Tournament pres. by Nationwide,6/2/2019,2019,NA,0,0,22.5,21.9,0,0,"Muirfield Village - Dublin, OH",CUT,14,1.13,-1.09,-4.26,-2.63,-7.98,-6.85
M. Trainer,401056555,6151,22.5,0,19,0.6,Martin Trainer,RBC Canadian Open,6/9/2019,2019,NA,0,0,22.5,19.6,0,0,"Hamilton - Hamilton, Ontario, Canada",CUT,3,-0.6,0.14,-1.5,-0.06,-1.42,-2.02
M. Trainer,401056557,6151,27.5,3,24.1,5.2,Martin Trainer,Rocket Mortgage Classic,6/30/2019,2019,NA,0,0,30.5,29.3,0,0,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
M. Trainer,401056558,6151,25,0,21.6,4.6,Martin Trainer,3M Open,7/7/2019,2019,NA,0,0,25,26.2,0,0,"TPC Twin Cities - Blaine, MN",CUT,2,-1.04,0.01,-1.69,0.58,-1.1,-2.13
M. Wallace,401025255,10548,12.5,0,6.2,0,Matt Wallace,U.S. Open,6/17/2018,2018,NA,0,0,12.5,6.2,1,0,"Shinnecock - Southampton, NY",NA,NA,NA,NA,NA,NA,NA,NA
M. Wallace,401025259,10548,23.5,0,18.1,5.6,Matt Wallace,The Open,7/22/2018,2018,NA,0,0,23.5,23.7,1,0,"Carnoustie Golf Club, Carnoustie, Scotland",NA,NA,NA,NA,NA,NA,NA,NA
M. Wallace,401025263,10548,74,5,67.3,18.6,Matt Wallace,PGA Championship,8/12/2018,2018,19,5,4,84,89.9,1,1,"Bellrive - St. Louis, MO",T19,-7,1.42,-0.76,0.6,0.45,0.28,1.7
M. Wallace,401056502,10548,52.5,0,38.5,25.2,Matt Wallace,WGC-HSBC Champions,10/28/2018,2019,50,1,0,53.5,63.7,0,1,"Sheshan International - Shanghai, China",NA,NA,NA,NA,NA,NA,NA,NA
M. Wallace,401056516,10548,69,3,58.6,26,Matt Wallace,WGC-Mexico Championship,2/24/2019,2019,33,2,1,74,85.6,0,1,"Chapultepec - Mexico City, Mexico",T33,-2,0.65,0.91,-1.47,0.27,-0.29,0.36
M. Wallace,401056520,10548,55,0,50.7,5,Matt Wallace,The Honda Classic,3/3/2019,2019,20,5,4,60,59.7,0,1,"PGA National - Palm Beach Gardens, FL",T20,-1,-0.09,-0.04,1.28,0.05,1.29,1.2
M. Wallace,401056521,10548,78,0,71,16,Matt Wallace,Arnold Palmer Invitational Pres. by Mastercard,3/10/2019,2019,6,12,12,90,99,0,1,"Bay Hill - Orlando, FL",T6,-8,0.64,0.79,0.55,0.34,1.69,2.32
M. Wallace,401056522,10548,64.5,3,61.5,20.8,Matt Wallace,The Players Championship,3/17/2019,2019,30,3,2,70.5,84.3,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",T30,-6,0.42,0.09,0.3,0.17,0.56,0.98
M. Wallace,401056527,10548,20.5,0,12.3,10,Matt Wallace,Masters Tournament,4/14/2019,2019,NA,0,0,20.5,22.3,1,0,"Augusta National - Augusta, GA",NA,NA,NA,NA,NA,NA,NA,NA
M. Wallace,401056528,10548,20,0,11.5,10,Matt Wallace,RBC Heritage,4/21/2019,2019,NA,0,0,20,21.5,0,0,"Harbour Town - Hilton Head, SC",CUT,7,-3.51,0.65,-1.23,0.65,0.07,-3.43
M. Wallace,401056552,10548,61,3,55,10.4,Matt Wallace,PGA Championship,5/19/2019,2019,3,18,18,82,83.4,1,1,"Bethpage - Farmingdale, NY",T3,-2,1.71,0.31,0.32,0.79,1.41,3.13
M. Weir,3743,453,26,0,23.1,5.6,Mike Weir,CareerBuilder Challenge,1/21/2018,2018,NA,0,0,26,28.7,0,0,"PGA West - La Quinta, CA",NA,NA,NA,NA,NA,NA,NA,NA
M. Weir,3745,453,48,3,42.3,15.4,Mike Weir,AT&T Pebble Beach Pro-Am,2/11/2018,2018,NA,0,0,51,57.7,0,0,"Pebble Beach - Pebble Beach, CA",CUT,-2,1.04,1.27,1.73,-0.74,2.27,3.31
M. Weir,401025221,453,13,0,3.3,5,Mike Weir,Masters Tournament,4/8/2018,2018,NA,0,0,13,8.3,1,0,"Augusta National - Augusta, GA",NA,NA,NA,NA,NA,NA,NA,NA
M. Weir,401025260,453,25,0,21.6,14,Mike Weir,RBC Canadian Open,7/29/2018,2018,NA,0,0,25,35.6,0,0,"Glen Abbey - Oakville, Ontario, Canada",CUT,2,-1.29,1.82,-1.67,-1.26,-1.11,-2.4
M. Weir,401025262,453,16,0,14.9,0,Mike Weir,Barracuda Championship,8/5/2018,2018,NA,0,0,16,14.9,0,0,"Montreux - Reno, NV",NA,NA,NA,NA,NA,NA,NA,NA
M. Weir,401056511,453,30,0,29.1,0.6,Mike Weir,Desert Classic,1/20/2019,2019,NA,0,0,30,29.7,0,0,"La Quinta CC - La Quinta, CA",CUT,-1,-1.36,0.64,-2.68,-0.55,-2.58,-3.94
M. Weir,401056527,453,21.5,0,17.5,10.6,Mike Weir,Masters Tournament,4/14/2019,2019,NA,0,0,21.5,28.1,1,0,"Augusta National - Augusta, GA",NA,NA,NA,NA,NA,NA,NA,NA
M. Weir,401056553,453,40,0,35.1,5.6,Mike Weir,Charles Schwab Challenge,5/26/2019,2019,58,0,0,40,40.7,0,1,"Colonial - Ft. Worth, TX",T58,5,0.57,0.77,-0.43,-1.34,-0.99,-0.42
M. Weir,401056555,453,29.5,0,27.2,9.6,Mike Weir,RBC Canadian Open,6/9/2019,2019,NA,0,0,29.5,36.8,0,0,"Hamilton - Hamilton, Ontario, Canada",CUT,-1,1.6,-0.16,-1.58,0.12,-1.62,-0.02
M. Weir,401056556,453,21,0,15.6,14.6,Mike Weir,U.S. Open,6/16/2019,2019,NA,0,0,21,30.2,1,0,"Pebble Beach - Pebble Beach, CA",CUT,6,-0.18,0,0.71,-1.91,-1.2,-1.37
M. Weir,401056557,453,35.5,0,33.9,9.6,Mike Weir,Rocket Mortgage Classic,6/30/2019,2019,NA,0,0,35.5,43.5,0,0,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
M. Wolf,401056513,4412121,66,0,58.9,18.6,Matthew Wolf,Waste Management Phoenix Open,2/3/2019,2019,50,1,0,67,77.5,0,1,"TPC Scottsdale - Scottsdale, AZ",NA,NA,NA,NA,NA,NA,NA,NA
M. Wolf,401056548,4412121,72.5,12,69.9,3.6,Matthew Wolf,John Deere Classic,7/14/2019,2019,37,2,1,86.5,74.5,0,1,"TPC Deere Run - Silvis, IL",NA,NA,NA,NA,NA,NA,NA,NA
M. Wolf,401056549,4412121,32.5,0,29.3,9,Matthew Wolf,Travelers Championship,6/23/2019,2019,NA,0,0,32.5,38.3,0,0,"TPC River Highlands - Cromwell, CT",NA,NA,NA,NA,NA,NA,NA,NA
M. Wolf,401056557,4412121,30,0,26.7,10.2,Matthew Wolf,Rocket Mortgage Classic,6/30/2019,2019,NA,0,0,30,36.9,0,0,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
M. Wolf,401056558,4412121,101.5,11,99.6,46.4,Matthew Wolf,3M Open,7/7/2019,2019,1,30,30,142.5,176,0,1,"TPC Twin Cities - Blaine, MN",NA,NA,NA,NA,NA,NA,NA,NA
N. Lashley,3743,1600,36.5,3,35.4,10.2,Nate Lashley,CareerBuilder Challenge,1/21/2018,2018,NA,0,0,39.5,45.6,0,0,"PGA West - La Quinta, CA",NA,NA,NA,NA,NA,NA,NA,NA
N. Lashley,3745,1600,38.5,0,36.2,5.6,Nate Lashley,AT&T Pebble Beach Pro-Am,2/11/2018,2018,NA,0,0,38.5,41.8,0,0,"Pebble Beach - Pebble Beach, CA",CUT,-2,0.64,-0.53,1.79,0.5,1.76,2.4
N. Lashley,3746,1600,28.5,6,25.7,2.4,Nate Lashley,Farmers Insurance Open,1/30/2018,2018,NA,0,0,34.5,28.1,0,0,"Torrey Pines - La Jolla, CA",CUT,E,1.31,1.43,-1.36,0.23,0.3,1.61
N. Lashley,3749,1600,18,0,6,14,Nate Lashley,The Honda Classic,2/25/2018,2018,NA,0,0,18,20,0,0,"PGA National - Palm Beach Gardens, FL",CUT,11,-0.69,-0.48,0.47,-1.9,-1.91,-2.6
N. Lashley,3756,1600,74,0,72.3,14.6,Nate Lashley,Houston Open,4/1/2018,2018,18,5,4,79,90.9,0,1,"Redstone Golf Club, Houston, TX",T18,-11,0.42,0.42,0.34,0.21,0.97,1.4
N. Lashley,3763,1600,24,0,20,15.6,Nate Lashley,Sanderson Farms Championship,10/29/2017,2018,NA,0,0,24,35.6,0,0,"Country Club of Jackson - Jackson, MS",CUT,2,-0.99,0.66,-1.73,0.66,-0.41,-1.4
N. Lashley,3768,1600,18.5,0,12.8,5,Nate Lashley,Shriners Hospital for Children Open,11/5/2017,2018,NA,0,0,18.5,17.8,0,0,"TPC Summerlin - Las Vegas, NV",CUT,5,-2.34,1.42,-0.66,-0.18,0.57,-1.77
N. Lashley,3776,1600,25,0,21.6,5,Nate Lashley,OHL Classic at Mayakoba,11/12/2017,2018,NA,0,0,25,26.6,0,0,"El Camaleon - Playa del Carmen, Mexico",NA,NA,NA,NA,NA,NA,NA,NA
N. Lashley,3777,1600,24,0,22.4,5,Nate Lashley,Safeway Open,10/8/2017,2018,NA,0,0,24,27.4,0,0,"Silverado - Napa, CA",CUT,E,-1.75,-0.38,1.14,0.48,1.25,-0.5
N. Lashley,3781,1600,65,0,61.1,10.8,Nate Lashley,The RSM Classic,11/19/2017,2018,49,1,0,66,71.9,0,1,"Sea Island - Sea Island, GA",T49,-5,0.44,-0.21,0.48,-0.29,-0.02,0.42
N. Lashley,401025247,1600,32,0,24.8,0.6,Nate Lashley,Valero Texas Open,4/22/2018,2018,NA,0,0,32,25.4,0,0,"TPC San Antonio - San Antonio, TX",CUT,2,-0.11,-1.7,1.61,0,-0.09,-0.21
N. Lashley,401025249,1600,16.5,0,12.3,5,Nate Lashley,Wells Fargo Championship,5/6/2018,2018,NA,0,0,16.5,17.3,0,0,"Quail Hollow - Charlotte, NC",CUT,6,-0.42,0,-0.26,-0.65,-0.92,-1.33
N. Lashley,401025251,1600,71,3,67.7,15.1,Nate Lashley,AT&T Byron Nelson,5/20/2018,2018,32,2,1,76,83.8,0,1,"Trinity Forest - Dallas, TX",T32,-9,0.9,0.02,-0.42,0.17,-0.22,0.68
N. Lashley,401025254,1600,64.5,0,56.6,14.6,Nate Lashley,FedEx St. Jude Classic,6/10/2018,2018,37,2,1,66.5,72.2,0,1,"TPC Southwind, Memphis, TN",T37,-2,1.51,-0.2,-0.37,0,-0.57,0.94
N. Lashley,401056252,1600,68,0,65.6,18.6,Nate Lashley,Safeway Open,10/7/2018,2019,17,5,4,73,88.2,0,1,"Silverado - Napa, CA",T17,-8,1.04,0.32,0.33,-0.33,0.32,1.36
N. Lashley,401056503,1600,76,3,73,34.6,Nate Lashley,Sanderson Farms Championship,10/28/2018,2019,20,5,4,84,111.6,0,1,"Country Club of Jackson - Jackson, MS",T20,-10,1.97,-0.6,0.25,-0.06,-0.41,1.55
N. Lashley,401056506,1600,67.5,3,63.6,14.8,Nate Lashley,The RSM Classic,11/18/2018,2019,59,0,0,70.5,78.4,0,1,"Sea Island - Sea Island, GA",T59,-7,-0.03,0.14,-0.02,-0.34,-0.23,-0.26
N. Lashley,401056511,1600,46,0,46.2,14.8,Nate Lashley,Desert Classic,1/20/2019,2019,NA,0,0,46,61,0,0,"La Quinta CC - La Quinta, CA",T12,-17,-1.22,-0.55,3.12,0.53,3.1,1.88
N. Lashley,401056514,1600,60.5,0,55.5,15.2,Nate Lashley,AT&T Pebble Beach Pro-Am,2/11/2019,2019,45,1,0,61.5,70.7,0,1,"Spyglass Hill - Pebble Beach, CA",T45,-4,0.75,0.53,0.86,-0.37,1.01,1.76
N. Lashley,401056517,1600,78,0,73.4,24.2,Nate Lashley,Puerto Rico Open,2/24/2019,2019,8,9,8,87,105.6,0,1,"Coco Beach - Rio Grande, Puero Rico",NA,NA,NA,NA,NA,NA,NA,NA
N. Lashley,401056521,1600,22,0,17,5.6,Nate Lashley,Arnold Palmer Invitational Pres. by Mastercard,3/10/2019,2019,NA,0,0,22,22.6,0,0,"Bay Hill - Orlando, FL",CUT,4,-0.99,0.58,-0.11,-0.96,-0.49,-1.48
N. Lashley,401056525,1600,25.5,3,23.5,1.2,Nate Lashley,Corales Puntacana Resort & Club Championship,3/31/2019,2019,NA,0,0,28.5,24.7,0,0,"Corales Puntacana GC - Punta Cana, Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA
N. Lashley,401056548,1600,81.5,3,77.5,14.5,Nate Lashley,John Deere Classic,7/14/2019,2019,26,3,2,87.5,94,0,1,"TPC Deere Run - Silvis, IL",T26,-12,0.31,0.53,0.28,0.24,1.05,1.36
