Player_initial_last,tournament id,player id,DK_Hole_FP,DK_Streak_Bonus_FP,FD_Hole_FP,FD_Streak_Bonus_FP,player,tournament name,date,season,final position,DK_Finish_FP,FD_Finish_FP,DK_Total_FP,FD_Total_FP,major,made_cut,course,Finish,Score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
C. Hoffman,401056523,205,59,0,54.4,14.6,Charley Hoffman,Valspar Championship,3/24/2019,2019,18,5,4,64,73,0,1,"Innisbrook - Palm Harbor, FL",T18,-2,1.07,-0.03,0.41,-0.04,0.34,1.41
C. Hoffman,401056526,205,89.5,6,88.5,25.3,Charley Hoffman,Valero Texas Open,4/7/2019,2019,2,20,20,115.5,133.8,0,1,"TPC San Antonio - San Antonio, TX",2,-18,1.24,0,1.55,0.83,2.39,3.63
C. Hoffman,401056527,205,67,3,61.8,31.4,Charley Hoffman,Masters Tournament,4/14/2019,2019,29,3,2,73,95.2,1,1,"Augusta National - Augusta, GA",NA,NA,NA,NA,NA,NA,NA,NA
C. Hoffman,401056528,205,54.5,3,48.7,5.8,Charley Hoffman,RBC Heritage,4/21/2019,2019,45,1,0,58.5,54.5,0,1,"Harbour Town - Hilton Head, SC",T45,E,0.3,-1.1,0.52,0.5,-0.08,0.22
C. Hoffman,401056549,205,32,0,26.1,4,Charley Hoffman,Travelers Championship,6/23/2019,2019,NA,0,0,32,30.1,0,0,"TPC River Highlands - Cromwell, CT",CUT,1,-2.22,-0.7,0.73,1.18,1.2,-1.02
C. Hoffman,401056552,205,44.5,0,33.6,24.6,Charley Hoffman,PGA Championship,5/19/2019,2019,54,0,0,44.5,58.2,1,1,"Bethpage - Farmingdale, NY",T54,9,0.1,-0.15,0.72,-0.29,0.28,0.38
C. Hoffman,401056553,205,66.5,3,59.7,30.5,Charley Hoffman,Charles Schwab Challenge,5/26/2019,2019,13,6,5,75.5,95.2,0,1,"Colonial - Ft. Worth, TX",T13,-4,-0.02,0.24,1.09,0.51,1.85,1.83
C. Hoffman,401056554,205,22.5,0,18.9,0,Charley Hoffman,The Memorial Tournament pres. by Nationwide,6/2/2019,2019,NA,0,0,22.5,18.9,0,0,"Muirfield Village - Dublin, OH",CUT,2,-0.69,0.05,0.42,-0.63,-0.16,-0.85
C. Hoffman,401056557,205,31,0,29.3,5.6,Charley Hoffman,Rocket Mortgage Classic,6/30/2019,2019,NA,0,0,31,34.9,0,0,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
C. Hoffman,401056558,205,31,0,25.8,5.6,Charley Hoffman,3M Open,7/7/2019,2019,NA,0,0,31,31.4,0,0,"TPC Twin Cities - Blaine, MN",CUT,E,-1.71,0.74,-0.27,0.11,0.58,-1.13
C. III,3743,208,51,3,50.1,15.4,Charles Howell III,CareerBuilder Challenge,1/21/2018,2018,NA,0,0,54,65.5,0,0,"PGA West - La Quinta, CA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3746,208,65.5,0,63,16.4,Charles Howell III,Farmers Insurance Open,1/30/2018,2018,6,12,12,77.5,91.4,0,1,"Torrey Pines - La Jolla, CA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3748,208,60.5,3,54.2,19.8,Charles Howell III,Genesis Open,2/18/2018,2018,37,2,1,65.5,75,0,1,"Riviera - Pacific Palisades, CA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3749,208,14.5,0,9.3,5,Charles Howell III,The Honda Classic,2/25/2018,2018,NA,0,0,14.5,14.3,0,0,"PGA National - Palm Beach Gardens, FL",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3750,208,61,0,58.4,0,Charles Howell III,Arnold Palmer Invitational Pres. by Mastercard,3/18/2018,2018,14,6,5,67,63.4,0,1,"Bay Hill - Orlando, FL",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3756,208,71,0,70.1,11.4,Charles Howell III,Houston Open,4/1/2018,2018,18,5,4,76,85.5,0,1,"Redstone Golf Club, Houston, TX",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3771,208,51,0,47,5,Charles Howell III,Valspar Championship,3/11/2018,2018,40,2,1,53,53,0,1,"Innisbrook - Palm Harbor, FL",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3774,208,63,0,58,25.2,Charles Howell III,World Golf Championships-HSBC Champions,10/29/2017,2018,15,6,5,69,88.2,0,1,"Sheshan International - Shanghai, China",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3776,208,86,6,82,25.9,Charles Howell III,OHL Classic at Mayakoba,11/12/2017,2018,4,16,16,108,123.9,0,1,"El Camaleon - Playa del Carmen, Mexico",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3780,208,65.5,0,56.8,7.4,Charles Howell III,CIMB Classic,10/15/2017,2018,51,0,0,65.5,64.2,0,1,"Kuala Lumpur - Kuala Lumpur, Malaysia",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3781,208,32,0,27.3,14,Charles Howell III,The RSM Classic,11/19/2017,2018,NA,0,0,32,41.3,0,0,"Sea Island - Sea Island, GA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,3802,208,67,3,59.3,39.1,Charles Howell III,The CJ Cup @ Nine Bridges,10/22/2017,2018,19,5,4,75,102.4,0,1,"Nine Bridges - Seoul, South Korea",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025246,208,57,0,51.4,15.2,Charles Howell III,RBC Heritage,4/15/2018,2018,55,0,0,57,66.6,0,1,"Harbour Town - Hilton Head, SC",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025249,208,57.5,0,53.3,14.6,Charles Howell III,Wells Fargo Championship,5/6/2018,2018,21,4,3,61.5,70.9,0,1,"Quail Hollow - Charlotte, NC",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025250,208,73,9,70.8,16.9,Charles Howell III,The Players Championship,5/13/2018,2018,17,5,4,87,91.7,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025251,208,76.5,14,77.2,16,Charles Howell III,AT&T Byron Nelson,5/20/2018,2018,9,8,7,98.5,100.2,0,1,"Trinity Forest - Dallas, TX",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025253,208,55.5,0,50.3,15.8,Charles Howell III,The Memorial Tournament pres. by Nationwide,6/3/2018,2018,65,0,0,55.5,66.1,0,1,"Muirfield Village - Dublin, OH",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025254,208,66.5,3,59.7,26.4,Charles Howell III,FedEx St. Jude Classic,6/10/2018,2018,26,3,2,72.5,88.1,0,1,"TPC Southwind, Memphis, TN",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025255,208,40.5,0,27.5,5,Charles Howell III,U.S. Open,6/17/2018,2018,25,4,3,44.5,35.5,1,1,"Shinnecock - Southampton, NY",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025259,208,14,0,9.7,0,Charles Howell III,The Open,7/22/2018,2018,NA,0,0,14,9.7,1,0,"Carnoustie Golf Club, Carnoustie, Scotland",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025263,208,56,0,47.4,24,Charles Howell III,PGA Championship,8/12/2018,2018,71,0,0,56,71.4,1,1,"Bellrive - St. Louis, MO",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025265,208,21.5,0,17.4,0,Charles Howell III,The Northern Trust,8/26/2018,2018,NA,0,0,21.5,17.4,0,0,"Ridgewood - Paramus, NJ",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025266,208,67.5,0,60.1,29.8,Charles Howell III,Dell Technologies Championship,9/3/2018,2018,58,0,0,67.5,89.9,0,1,"TPC Boston - Norton, MA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025267,208,75,6,72.4,10.4,Charles Howell III,BMW Championship,9/10/2018,2018,24,4,3,85,85.8,0,1,"Aronimink Golf Club - Newton Square, PA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401025270,208,64.5,6,61.5,15.5,Charles Howell III,Quicken Loans National,7/1/2018,2018,17,5,4,75.5,81,0,1,"TPC Potomac - Potomac, MD",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056500,208,96.5,14,94.3,25.6,Charles Howell III,CIMB Classic,10/14/2018,2019,5,14,14,124.5,133.9,0,1,"TPC Kuala Lumpur - Kuala Lumpur, Malaysia",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056501,208,55,3,48.2,6.5,Charles Howell III,The CJ Cup @ Nine Bridges,10/21/2018,2019,61,0,0,58,54.7,0,1,"Nine Bridges - Seoul, South Korea",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056505,208,29,0,27.6,5,Charles Howell III,Mayakoba Golf Classic,11/11/2018,2019,NA,0,0,29,32.6,0,0,"El Camaleon - Playa del Carmen, Mexico",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056506,208,93,17,91.5,25.2,Charles Howell III,The RSM Classic,11/18/2018,2019,NA,0,0,110,116.7,0,1,"Sea Island - Sea Island, GA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056507,208,77.5,0,72.7,32.6,Charles Howell III,Sentry Tournament of Champions,1/6/2019,2019,14,6,5,83.5,110.3,0,1,"Plantation - Lahaina, HI",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056511,208,40.5,6,41.4,5.8,Charles Howell III,Desert Classic,1/20/2019,2019,NA,0,0,46.5,47.2,0,0,"La Quinta CC - La Quinta, CA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056512,208,77,3,73.2,25.1,Charles Howell III,Farmers Insurance Open,2/27/2019,2019,20,5,4,85,102.3,0,1,"Torrey Pines - La Jolla, CA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056515,208,66,5,64.9,1.2,Charles Howell III,Genesis Open,2/14/2019,2019,6,12,12,83,78.1,0,1,"Riviera - Pacific Palisades, CA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056516,208,75,0,69,33.8,Charles Howell III,WGC-Mexico Championship,2/24/2019,2019,14,6,5,81,107.8,0,1,"Chapultepec - Mexico City, Mexico",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056521,208,67,3,62.8,22,Charles Howell III,Arnold Palmer Invitational Pres. by Mastercard,3/10/2019,2019,15,6,5,76,89.8,0,1,"Bay Hill - Orlando, FL",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056522,208,73,0,65.9,24.2,Charles Howell III,The Players Championship,3/17/2019,2019,35,2,1,75,91.1,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056527,208,67,3,60.5,16.4,Charles Howell III,Masters Tournament,4/14/2019,2019,32,2,1,72,77.9,1,1,"Augusta National - Augusta, GA",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056528,208,19.5,0,16.8,0,Charles Howell III,RBC Heritage,4/21/2019,2019,NA,0,0,19.5,16.8,0,0,"Harbour Town - Hilton Head, SC",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056548,208,86,3,84.4,24.7,Charles Howell III,John Deere Classic,7/14/2019,2019,6,12,12,101,121.1,0,1,"TPC Deere Run - Silvis, IL",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056550,208,22,0,17,5,Charles Howell III,Wells Fargo Championship,5/5/2019,2019,NA,0,0,22,22,0,0,"Quail Hollow - Charlotte, NC",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056551,208,9.5,0,8.6,0,Charles Howell III,AT&T Byron Nelson,5/12/2019,2019,NA,0,0,9.5,8.6,0,0,"Trinity Forest - Dallas, TX",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056552,208,48,0,37.7,1.2,Charles Howell III,PGA Championship,5/19/2019,2019,41,1,0,49,38.9,1,1,"Bethpage - Farmingdale, NY",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056554,208,23.5,0,15.6,5,Charles Howell III,The Memorial Tournament pres. by Nationwide,6/2/2019,2019,NA,0,0,23.5,20.6,0,0,"Muirfield Village - Dublin, OH",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056557,208,80.5,3,76,26,Charles Howell III,Rocket Mortgage Classic,6/30/2019,2019,35,2,1,85.5,103,0,1,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
C. III,401056558,208,82.5,6,77.6,6.8,Charles Howell III,3M Open,7/7/2019,2019,23,4,3,92.5,87.4,0,1,"TPC Twin Cities - Blaine, MN",NA,NA,NA,NA,NA,NA,NA,NA
C. Kirk,3743,3449,44,3,43.2,6.4,Chris Kirk,CareerBuilder Challenge,1/21/2018,2018,NA,0,0,47,49.6,0,0,"PGA West - La Quinta, CA",NA,NA,NA,NA,NA,NA,NA,NA
C. Kirk,3744,3449,76.5,0,74.9,27.6,Chris Kirk,Waste Management Phoenix Open,2/4/2018,2018,11,6,5,82.5,107.5,0,1,"TPC Scottsdale - Scottsdale, AZ",T11,-12,0.12,0.42,1.42,0.31,2.14,2.26
C. Kirk,3745,3449,43,0,38.1,4.6,Chris Kirk,AT&T Pebble Beach Pro-Am,2/11/2018,2018,NA,0,0,43,42.7,0,0,"Pebble Beach - Pebble Beach, CA",CUT,-2,-2.53,-0.56,1.95,-0.46,0.94,-1.59
C. Kirk,3746,3449,61.5,3,54.6,14.8,Chris Kirk,Farmers Insurance Open,1/30/2018,2018,35,2,1,66.5,70.4,0,1,"Torrey Pines - La Jolla, CA",T35,-1,-0.36,0.52,0.21,0.5,1.23,0.87
C. Kirk,3749,3449,52.5,0,43.3,4.6,Chris Kirk,The Honda Classic,2/25/2018,2018,33,2,1,54.5,48.9,0,1,"PGA National - Palm Beach Gardens, FL",T33,5,1.23,0,-0.7,0.27,-0.43,0.79
C. Kirk,3750,3449,74.5,0,69.6,33.2,Chris Kirk,Arnold Palmer Invitational Pres. by Mastercard,3/18/2018,2018,13,6,5,80.5,107.8,0,1,"Bay Hill - Orlando, FL",13,-7,1.19,0.27,-0.24,0.53,0.56,1.74
C. Kirk,3756,3449,25,0,23.9,0.6,Chris Kirk,Houston Open,4/1/2018,2018,NA,0,0,25,24.5,0,0,"Redstone Golf Club, Houston, TX",CUT,-1,-2.21,-0.48,1.14,0.46,1.12,-1.09
C. Kirk,3763,3449,61.5,0,57,19.8,Chris Kirk,Sanderson Farms Championship,10/29/2017,2018,34,2,1,63.5,77.8,0,1,"Country Club of Jackson - Jackson, MS",T34,-3,-0.75,0.52,1.03,-0.13,1.42,0.66
C. Kirk,3768,3449,22.5,0,19,0,Chris Kirk,Shriners Hospital for Children Open,11/5/2017,2018,NA,0,0,22.5,19,0,0,"TPC Summerlin - Las Vegas, NV",CUT,3,-0.33,-1.35,1.02,-0.11,-0.44,-0.77
C. Kirk,3771,3449,46.5,3,41.3,6.2,Chris Kirk,Valspar Championship,3/11/2018,2018,49,1,0,50.5,47.5,0,1,"Innisbrook - Palm Harbor, FL",T49,2,-0.36,0.02,1.12,-0.56,0.57,0.21
C. Kirk,3777,3449,62.5,6,58.4,17.7,Chris Kirk,Safeway Open,10/8/2017,2018,30,3,2,71.5,78.1,0,1,"Silverado - Napa, CA",T30,-5,-0.27,0.31,0.74,0.34,1.39,1.12
C. Kirk,3781,3449,84.5,6,80.9,10.7,Chris Kirk,The RSM Classic,11/19/2017,2018,4,16,16,106.5,107.6,0,1,"Sea Island - Sea Island, GA",T4,-14,0.3,-0.33,1.41,-0.52,0.55,0.85
C. Kirk,3802,3449,42.5,0,32.9,15.6,Chris Kirk,The CJ Cup @ Nine Bridges,10/22/2017,2018,54,0,0,42.5,48.5,0,1,"Nine Bridges - Seoul, South Korea",NA,NA,NA,NA,NA,NA,NA,NA
C. Kirk,401025246,3449,55.5,0,50.2,10.6,Chris Kirk,RBC Heritage,4/15/2018,2018,55,0,0,55.5,60.8,0,1,"Harbour Town - Hilton Head, SC",T55,E,0.27,0.06,-0.56,0.06,-0.44,-0.17
C. Kirk,401025247,3449,71.5,3,69.7,19.5,Chris Kirk,Valero Texas Open,4/22/2018,2018,8,9,8,83.5,97.2,0,1,"TPC San Antonio - San Antonio, TX",T8,-10,-0.11,1.27,0.86,0.64,2.77,2.66
C. Kirk,401025250,3449,63.5,0,59.9,0.6,Chris Kirk,The Players Championship,5/13/2018,2018,46,1,0,64.5,60.5,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",T46,-5,-0.56,0.58,0.63,-0.14,1.08,0.53
C. Kirk,401025252,3449,68.5,0,65.1,5.8,Chris Kirk,Fort Worth Invitational,5/27/2018,2018,11,6,5,74.5,75.9,0,1,"Colonial - Ft. Worth, TX",NA,NA,NA,NA,NA,NA,NA,NA
C. Kirk,401025253,3449,64,3,57.1,6.4,Chris Kirk,The Memorial Tournament pres. by Nationwide,6/3/2018,2018,52,0,0,67,63.5,0,1,"Muirfield Village - Dublin, OH",T52,-3,0.47,-0.22,-0.35,0.21,-0.36,0.12
C. Kirk,401025254,3449,73.5,3,68,33.8,Chris Kirk,FedEx St. Jude Classic,6/10/2018,2018,6,12,12,88.5,113.8,0,1,"TPC Southwind, Memphis, TN",T6,-7,1.32,-0.4,0.86,0.42,0.88,2.19
C. Kirk,401025258,3449,87.5,3,81.8,27.2,Chris Kirk,John Deere Classic,7/15/2018,2018,23,4,3,94.5,112,0,1,"TPC Deere Run - Silvis, IL",T23,-13,0.07,0.15,1.8,-0.58,1.36,1.44
C. Kirk,401025260,3449,72,3,61.9,15.4,Chris Kirk,RBC Canadian Open,7/29/2018,2018,76,0,0,75,77.3,0,1,"Glen Abbey - Oakville, Ontario, Canada",76,-3,-1.43,0.57,0.32,-0.35,0.54,-0.89
C. Kirk,401025263,3449,62,3,58.9,7.4,Chris Kirk,PGA Championship,8/12/2018,2018,31,2,1,67,67.3,1,1,"Bellrive - St. Louis, MO",T31,-5,1.16,-0.1,0.77,-0.62,0.04,1.2
C. Kirk,401025264,3449,82.5,5,80.3,14.8,Chris Kirk,Wyndham Championship,8/29/2018,2018,11,6,5,93.5,100.1,0,1,"Sedgefield - Greensboro, NC",T11,-14,1.77,0.24,-0.42,0.31,0.13,1.9
C. Kirk,401025265,3449,45.5,0,37.5,20.6,Chris Kirk,The Northern Trust,8/26/2018,2018,78,0,0,45.5,58.1,0,1,"Ridgewood - Paramus, NJ",T78,6,-0.52,0.1,-1.35,-0.34,-1.59,-2.11
C. Kirk,401025266,3449,68.5,0,62.8,31,Chris Kirk,Dell Technologies Championship,9/3/2018,2018,35,2,1,70.5,94.8,0,1,"TPC Boston - Norton, MA",T35,-5,1.18,0.31,0.12,-1.27,-0.83,0.35
C. Kirk,401025267,3449,62,5,58.8,15.8,Chris Kirk,BMW Championship,9/10/2018,2018,41,1,0,68,74.6,0,1,"Aronimink Golf Club - Newton Square, PA",T41,-6,-0.82,0.17,0.25,-0.21,0.21,-0.62
C. Kirk,401025271,3449,84.5,3,79.7,17.2,Chris Kirk,Barbasol Championship,7/23/2018,2018,40,2,1,89.5,97.9,0,1,"Keene Trace - Nicholasville, KY",T40,-12,-0.95,-0.28,1.94,0.11,1.77,0.82
C. Kirk,401056252,3449,29,0,25.2,19.6,Chris Kirk,Safeway Open,10/7/2018,2019,NA,0,0,29,44.8,0,0,"Silverado - Napa, CA",CUT,E,-0.61,0.49,0.27,-1.63,-0.88,-1.48
C. Kirk,401056503,3449,27,0,22.2,0.6,Chris Kirk,Sanderson Farms Championship,10/28/2018,2019,NA,0,0,27,22.8,0,0,"Country Club of Jackson - Jackson, MS",CUT,3,-1.89,0.18,0.2,-0.28,0.1,-1.79
C. Kirk,401056504,3449,74.5,6,70.6,30.1,Chris Kirk,Shriners Hospital for Children Open,11/4/2018,2019,41,1,0,81.5,100.7,0,1,"TPC Summerlin - Las Vegas, NV",T41,-9,0.35,0.23,-0.84,0.75,0.13,0.47
C. Kirk,401056505,3449,67,0,64,8.6,Chris Kirk,Mayakoba Golf Classic,11/11/2018,2019,48,1,0,68,72.6,0,1,"El Camaleon - Playa del Carmen, Mexico",NA,NA,NA,NA,NA,NA,NA,NA
C. Kirk,401056506,3449,78,3,72.3,21.4,Chris Kirk,The RSM Classic,11/18/2018,2019,46,1,0,82,93.7,0,1,"Sea Island - Sea Island, GA",T46,-9,0.54,0.13,0.12,0.05,0.29,0.83
C. Kirk,401056511,3449,39.5,3,36.2,10.2,Chris Kirk,Desert Classic,1/20/2019,2019,NA,0,0,42.5,46.4,0,0,"La Quinta CC - La Quinta, CA",CUT,1,-4.53,-2.72,1.69,-1.55,-2.58,-7.12
C. Kirk,401056512,3449,26,0,23.1,5,Chris Kirk,Farmers Insurance Open,2/27/2019,2019,NA,0,0,26,28.1,0,0,"Torrey Pines - La Jolla, CA",CUT,1,0.49,1.4,-2.04,-0.22,-0.86,-0.37
C. Kirk,401056513,3449,57,0,53.7,5.6,Chris Kirk,Waste Management Phoenix Open,2/3/2019,2019,50,1,0,58,59.3,0,1,"TPC Scottsdale - Scottsdale, AZ",T50,-3,-1.49,0.29,2.3,-0.83,1.75,0.26
C. Kirk,401056517,3449,25.5,0,21.1,5.6,Chris Kirk,Puerto Rico Open,2/24/2019,2019,NA,0,0,25.5,26.7,0,0,"Coco Beach - Rio Grande, Puero Rico",NA,NA,NA,NA,NA,NA,NA,NA
C. Kirk,401056520,3449,27.5,0,21.7,15,Chris Kirk,The Honda Classic,3/3/2019,2019,NA,0,0,27.5,36.7,0,0,"PGA National - Palm Beach Gardens, FL",CUT,3,-0.61,1.11,1.09,-1.9,0.3,-0.32
C. Kirk,401056521,3449,79,3,69,26.6,Chris Kirk,Arnold Palmer Invitational Pres. by Mastercard,3/10/2019,2019,15,6,5,88,100.6,0,1,"Bay Hill - Orlando, FL",T15,-6,0.42,0.75,0.76,-0.11,1.4,1.82
C. Kirk,401056522,3449,70.5,0,60.9,29.8,Chris Kirk,The Players Championship,3/17/2019,2019,56,0,0,70.5,90.7,0,1,"TPC Sawgrass - Ponte Vedra Beach, FL",T56,-2,-1.06,0.48,-0.1,0.66,1.04,-0.02
C. Kirk,401056523,3449,19.5,0,14.4,5,Chris Kirk,Valspar Championship,3/24/2019,2019,NA,0,0,19.5,19.4,0,0,"Innisbrook - Palm Harbor, FL",CUT,5,-1.24,-0.37,0.14,0.1,-0.14,-1.38
C. Kirk,401056526,3449,24.5,0,21.9,0,Chris Kirk,Valero Texas Open,4/7/2019,2019,NA,0,0,24.5,21.9,0,0,"TPC San Antonio - San Antonio, TX",CUT,E,0.05,-0.38,-0.55,0.36,-0.57,-0.52
C. Kirk,401056528,3449,21,0,17.9,0,Chris Kirk,RBC Heritage,4/21/2019,2019,NA,0,0,21,17.9,0,0,"Harbour Town - Hilton Head, SC",CUT,3,-0.39,0.05,-1.64,0.54,-1.05,-1.43
C. Knost,3743,1793,33,3,31.3,4.3,Colt Knost,CareerBuilder Challenge,1/21/2018,2018,NA,0,0,36,35.6,0,0,"PGA West - La Quinta, CA",NA,NA,NA,NA,NA,NA,NA,NA
C. Knost,3744,1793,56,0,49.8,15.2,Colt Knost,Waste Management Phoenix Open,2/4/2018,2018,62,0,0,56,65,0,1,"TPC Scottsdale - Scottsdale, AZ",T62,E,0.23,0.16,-0.07,-1.05,-0.96,-0.74
C. Knost,3745,1793,38,0,29.5,10.6,Colt Knost,AT&T Pebble Beach Pro-Am,2/11/2018,2018,NA,0,0,38,40.1,0,0,"Pebble Beach - Pebble Beach, CA",CUT,4,1.49,-0.76,-2.26,-0.17,-3.18,-1.69
C. Knost,3768,1793,22,0,12.1,5.6,Colt Knost,Shriners Hospital for Children Open,11/5/2017,2018,NA,0,0,22,17.7,0,0,"TPC Summerlin - Las Vegas, NV",CUT,7,0.31,-1.05,-0.99,-1.04,-3.08,-2.77
C. Knost,3771,1793,7.5,0,-1.4,0,Colt Knost,Valspar Championship,3/11/2018,2018,NA,0,0,7.5,-1.4,0,0,"Innisbrook - Palm Harbor, FL",CUT,13,-1.66,0.25,-2.66,-0.85,-3.26,-4.93
C. Knost,3777,1793,20.5,0,11.1,10.6,Colt Knost,Safeway Open,10/8/2017,2018,NA,0,0,20.5,21.7,0,0,"Silverado - Napa, CA",CUT,8,-0.76,-0.87,-3.02,0.15,-3.74,-4.5
C. Knost,3780,1793,64,0,55.8,9,Colt Knost,CIMB Classic,10/15/2017,2018,54,0,0,64,64.8,0,1,"Kuala Lumpur - Kuala Lumpur, Malaysia",NA,NA,NA,NA,NA,NA,NA,NA
C. Knost,401025246,1793,23,0,18.5,5.6,Colt Knost,RBC Heritage,4/15/2018,2018,NA,0,0,23,24.1,0,0,"Harbour Town - Hilton Head, SC",CUT,3,0.64,-0.58,-0.96,-0.71,-2.25,-1.61
C. Knost,401056513,1793,20.5,0,15.9,0.6,Colt Knost,Waste Management Phoenix Open,2/3/2019,2019,NA,0,0,20.5,16.5,0,0,"TPC Scottsdale - Scottsdale, AZ",CUT,4,-0.8,0.44,-1.93,-0.21,-1.7,-2.5
C. Knost,401056528,1793,29,0,25.3,20.2,Colt Knost,RBC Heritage,4/21/2019,2019,NA,0,0,29,45.5,0,0,"Harbour Town - Hilton Head, SC",CUT,1,0.59,-1.35,0.26,0.07,-1.02,-0.43
C. Knost,401056550,1793,52,3,48.5,2.1,Colt Knost,Wells Fargo Championship,5/5/2019,2019,38,2,1,57,51.6,0,1,"Quail Hollow - Charlotte, NC",T38,-1,0.64,-0.23,0.55,-0.12,0.2,0.84
C. Knost,401056551,1793,22,0,19.4,0,Colt Knost,AT&T Byron Nelson,5/12/2019,2019,NA,0,0,22,19.4,0,0,"Trinity Forest - Dallas, TX",CUT,2,-0.95,-0.24,0.05,-0.5,-0.69,-1.64
C. Knost,401056553,1793,21,0,15.5,0,Colt Knost,Charles Schwab Challenge,5/26/2019,2019,NA,0,0,21,15.5,0,0,"Colonial - Ft. Worth, TX",CUT,5,0.54,-0.99,-0.95,-0.15,-2.09,-1.55
C. Knost,401056555,1793,42,3,37.9,5.9,Colt Knost,RBC Canadian Open,6/9/2019,2019,50,1,0,46,43.8,0,1,"Hamilton - Hamilton, Ontario, Canada",T50,-2,0.4,0.45,-0.73,0.15,-0.13,0.27
C. Knost,401056557,1793,65.5,3,63,25.8,Colt Knost,Rocket Mortgage Classic,6/30/2019,2019,59,0,0,68.5,88.8,0,1,"Detroit Golf Club - Detroit, MI",NA,NA,NA,NA,NA,NA,NA,NA
C. Knost,401056558,1793,23,0,18.5,5,Colt Knost,3M Open,7/7/2019,2019,NA,0,0,23,23.5,0,0,"TPC Twin Cities - Blaine, MN",CUT,3,-0.1,-0.1,-1.29,-1.15,-2.54,-2.63
C. Luck,3750,10910,55.5,3,47.8,21.4,Curtis Luck,Arnold Palmer Invitational Pres. by Mastercard,3/18/2018,2018,58,0,0,58.5,69.2,0,1,"Bay Hill - Orlando, FL",T58,1,-0.21,0.81,-0.59,-0.27,-0.05,-0.26
C. Luck,401056252,10910,30.5,0,28.7,14.6,Curtis Luck,Safeway Open,10/7/2018,2019,NA,0,0,30.5,43.3,0,0,"Silverado - Napa, CA",CUT,-2,-0.78,-0.43,0.11,0.61,0.3,-0.48
C. Luck,401056503,10910,64,0,59.6,15.2,Curtis Luck,Sanderson Farms Championship,10/28/2018,2019,50,1,0,65,74.8,0,1,"Country Club of Jackson - Jackson, MS",T50,-4,0.6,0.63,-0.74,-0.44,-0.55,0.05
C. Luck,401056504,10910,36,0,31,4.6,Curtis Luck,Shriners Hospital for Children Open,11/4/2018,2019,NA,0,0,36,35.6,0,0,"TPC Summerlin - Las Vegas, NV",CUT,-2,1.53,0.52,-2.01,-0.3,-1.8,-0.26
